时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-12-29,城满电,先进制造,Pre-A轮,8000万人民币,"盈科资本（领投）, 启源投资",40000,先进制造、新能源、新能源,城满电是一家一站式锂电池能源服务方案提供商，专注于开拓锂电池能源的更多应用场景，建立锂电池能源消费的创新形态。具备锂电池充电、检修、保养、租赁、换电、二次利用、梯次、迭代等覆盖锂电全生命周期的运营能力，为客户提供专业化的电池运营管理，实现能源的安全、高效、循环利用。服务领域：共享电单车、换电企业、快递骑手、C端消费者、三轮车、汽车、其他电池流动场景。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-29,碳能科技,传统制造,A轮,数千万人民币,"红杉种子基金（领投）, 奇绩创坛",15000,传统制造、环保、环保,碳能科技是一家碳利用技术研发及商业化服务提供商，致力于碳利用技术、氢能关键技术研发及商业化。通过自主研发的纳米催化剂、高效反应器和优化的工艺流程，将工业排放的二氧化碳高效的转化为合成气、合成油和合成蜡等具有工业应用价值的化学品和新材料，为企业提供碳中和解决方案，将碳减排压力转为碳资源利用动力，兼顾经济性的同时有效降低碳排放，塑造可持续的未来。,康鹏 创始人 康鹏，为碳能科技（北京）有限公司创始人、CTO，中国科技大学本科，美国斯坦福大学化学博士，美国北卡罗来纳大学博士后。师从美国科学院院士Thomas J. Meyer教授和美国科学院院士Maurice Brookhart教授。长期致力于二氧化碳电化学利用技术的研发和工程化。 王帅 CEO 王帅，碳能科技CEO，吉林大学工学学士、哲学硕士。2005年在北京师范大学成人教育学院担任辅导员；2006年创立教育文化传播公司，开展新型教育理念推广，普及继续教育与终生教育，并成功获得资本支持，分别在北京、上海、杭州等城市设立分支机构，积累了深厚的公司组织管理经验、领导力和市场拓展能力。 田力 CMO 田力，碳能科技CMO，山东大学工商管理本科，负责政府关系及商务拓展。2006年合伙成立美联天成投资有限公司，从事矿产投资及生产业务；2011年进入北京大学校友会工作，成立北京大学企业家俱乐部；2013年发起成立北京大学创业训练营，期间三年兼任聚美优品公关部高级总监，协助聚美优品在纽交所上市。 
2021-12-28,神力科技,先进制造,C轮,未透露,"深创投, 毅达资本, 泓松投资",25000,先进制造、新能源、电池,神力科技是一家专注于燃料电池技术研发与产业化得到企业，公司以质子交换膜燃料电池研发、系统集成、电堆及系统测试、产业化实践作为发展目标，隶属于上海神力科技有限公司。,张国强 董事长 张国强，亿华通董事长。2012年6月毕业于清华大学公共管理专业，2013年9月至今，就读于中国科学研究院管理科学与工程专业。2003年8月至2005年4月，就职于北汽福田汽车股份有限公司，任总经理秘书；2005年5月至2012年6月，就职于北京清能华通科技发展有限公司，历任部门经理、副总经理；2014年10月至2015年7月，任北京亿华通科技有限公司董事长兼总经理。现任清佰华通执行董事、北京亿华通科技有限公司执行董事、水木华通董事长、上海神融新能源董事长。 张禾 董事兼总经理 本科学历，1982年1月毕业于新疆工学院。1982年2月至1988年4月，就职于新疆钢铁公司，任电气工程师；1988年5月至2002年8月，就职于新疆交通科学研究所，任高级工程师；2002年8月至2005年8月，就职于万向电动汽车有限公司，任研发部经理；2005年8月至2012年6月，就职于北京清能华通科技发展有限公司，任副总经理；2011年5月至2015年9月，任清佰华通经理；2012年7月至2015年7月，就职于北京亿华通科技有限公司，任副总经理。 
2021-12-28,理想万里晖,先进制造,战略投资,1亿人民币,中微公司,360000,先进制造、新能源、新能源,理想万里晖前身是理想能源PECVD事业部，2012年经过拆分重组，2013年完成注册，公司主营太阳能、泛半导体和半导体高端PECVD装备。公司系列光伏和AMOLED显示等领域高端PECVD系列产品多次打破国外垄断、填补国内空白，是中国高端PECVD装备的优选供应商。,"孙曦东 总经理 孙曦东，上海理想万里晖创始人、总经理。 陈金元 董事长 陈金元，上海理想万里晖创始人、董事长；理想晶延半导体设备（上海）有限公司的创始人，PECVD总经理，中国科学技术大学学士及硕士，美国犹他大学（University of Utah）博士、博士后，曾在美国应用材料公司（Applied Materials）和中微半导体设备公司担任高管职务。拥有30年半导体领域专业技术工作经验，荣获42项技术专利, 发表了30多篇学术论文。曾开发多种最先进半导体设备反应腔的射频及等离子系统并获上海市科学技术奖一等奖。 "
2021-12-27,金羽新能,先进制造,Pre-A轮,数千万人民币,,15000,先进制造、新能源、环保,金羽新能是一家钛电池及其配套储能解决方案研发商，公司研制的高性能环保水系电池，产品的能量密度比铅酸电池要高，在温度-30度到50度的条件下可以稳定运行，产品可广泛应用在新能源汽车、电子产品以及电动摩托车等领域。,黄杜斌 CEO 北京大学博士和锂金属电池行业规范的起草人之一，对锂金属电池的制造工艺和商用条件有深刻的了解。 
2021-12-24,力泰锂能,先进制造,战略投资,数千万人民币,宁德时代,15000,先进制造、新能源、电池,力泰锂能是一家锂化合物研销商，主要从事锂离子电池正极材料、负极材料、电解质以及高纯度锂化合物的研发、生产和销售。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-23,格派新能源,先进制造,C+轮,3亿人民币,盈科资本（领投）,150000,先进制造、新能源、新材料,格派新能源是一家动力电池材料提供商，公司主要业务包括钴镍锰等基础料、三元前驱体、锂电正极材料以及动力电池梯次循环利用等，致力于建设新能源动力电池产业生产圈。,曹栋强 董事长 曹栋强，格派新能源董事长。 
2021-12-22,源清动力,本地生活,B轮,未透露,"百咖创投, 无锡金投, 力合科创（力合创投）, 杭州礼瀚",15000,本地生活、维修服务、本地生活,源清动力主要从事工程设计、失效分析、部件寿命管理、供应链开发与管理、关键部件制造与修复、部件试验平台建设等业务。源清动力将为燃气轮机用户提供燃气轮机维护维修、性能提升、故障诊断等一站式服务，为中国清洁能源建设贡献力量。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-22,南网能源,生产制造,IPO上市,10.44亿人民币,,691200,传统制造、环保、环保,南网能源是一家综合型能源业务服务提供商，公司主营“3+N”业务，即“节能服务、新能源、分布式能源与能源综合利用”3大业务，以及“售电、电动汽车、碳交易、互联网+能源服务”等N个新型业务，具备全国3项节能服务的5A级最高评级。,秦华 董事长 秦华，南度度董事长。 
2021-12-21,常州锂源新能源,先进制造,战略投资,数亿人民币,"宁德时代, 龙蟠科技",150000,先进制造、新能源、新能源,常州锂源新能源是一家新能源材料供应商，主要提供磷酸铁锂正极材料等。,石俊峰 董事长 石俊峰，江苏龙蟠科技股份有限公司董事长兼总经理。常州锂源新能源科技董事长。 
2021-12-21,华耀光电,先进制造,战略投资,4亿人民币,"东海投资（领投）, 银河投资(银河资本), 天风天睿",200000,先进制造、新能源、新能源,华耀光电是一家太阳能电池片及组件研发商，主要从事多晶硅、单晶硅；太阳能电池片及组件的研发生产及销售；太阳能光伏工程、太阳能、风能、柴油发电互；补发电系统工程的设计、安装、施工；进出口业务。,姚志中 CEO 姚志中，华耀光电CEO。 
2021-12-20,爱德曼氢能,先进制造,战略投资,1亿人民币,联美控股,294421,先进制造、新能源、新能源,爱德曼氢能是一家氢燃料汽车动力系统解决方案提供商，公司业务包括研发和生产金属双极板、膜电极、质子膜燃料电池（PEMFC），是以燃料电池系统为核心部件的氢燃料汽车动力系统解决方案提供商之一。,徐黎明 创始人 徐黎明，爱德曼氢能源创始人、董事长。 
2021-12-17,江苏奥盛,先进制造,战略投资,3000万人民币,海印股份,15000,先进制造、新能源、新能源,"江苏奥盛是一家锂电池研发商，主要从事磷酸铁锂和储能电源PACK的研发、生产和销售，将废弃锂电池正极资源，利用特有工艺和设备实现绿色环保、资源优化最大化的循环再加工。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-17,奇点能源,先进制造,A轮,未透露,"IDG资本（领投）, 源码资本",10000,先进制造、新能源、新能源,奇点能源致力于先进储能系统中核心技术研究和产品开发，为推动大规模清洁能源接入，实现全球碳中和目标，贡献行业领先的解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-15,未势能源,先进制造,A轮,9亿人民币,"国投招商（领投）, 人保资本（领投）",400000,先进制造、新能源、电池,未势能源是一家氢燃料电池产品研发生产商，专注于氢燃料电池技术市场化运营，致力于推动人类能源低碳可持续发展，主要从事氢燃料电池产品研发、生产及销售。目前，未势能源已布局上海、保定、日本、德国、加拿大五大研发中心，组建起文化多元、技术领先的研发团队，并严格遵循V模型开发流程打造车规级燃料电池动力系统及零部件。公司主要产品涵盖燃料电池发动机、电堆、35MPa/70MPa车载氢系统、瓶阀及减压阀等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
